Mon Dec  9 14:19:29 2024    test.prof

         22168758 function calls (21994485 primitive calls) in 205.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\util\util.py:19(to_str)
      257    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\hmac.py:20(<genexpr>)
       54    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\autograd\function.py:34(FunctionCtx)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:365(Distribution)
        3    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_helper.py:9(parse_config)
       26    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:4367(<genexpr>)
       28    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\cookiejar.py:884(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\type\definition.py:114(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_run.py:816(_update_settings)
       18    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\http\client.py:1064(_output)
       66    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\setuptools\_distutils\extension.py:1(<module>)
       23    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\external\pythonmpq.py:103(_new)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\trigonometric.py:2110(asin)
       26    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_jit_internal.py:1006(is_pass)
       10    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\cmd.py:338(__getattribute)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\geometry\ellipse.py:40(Ellipse)
       28    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py:982(setLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\_random.py:156(OffsetBasedRNGTracker)
       24    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\patches.py:2341(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\click\types.py:76(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\offsetbox.py:874(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\internal\system\assets\tpu.py:65(TPU)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\symbolic_convert.py:2632(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_higher_order_ops\effects.py:20(_EffectType)
       70    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\patches.py:811(rotation_point)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\refs\reference.py:41(Reference)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\symbolic_opset18.py:96(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributions\relaxed_bernoulli.py:22(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\asgd.py:28(ASGD)
       10    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\structures.py:57(__iter__)
       89    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\symbolic_helper.py:288(quantized_args)
       24    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:1613(_root)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_version_control_details.py:15(VersionControlDetails)
       67    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_bases.py:949(set_url)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\dateutil\parser\_parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sentry_sdk\api.py:96(clientmethod)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:1534(_windowingsystem)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_artifact.py:17(Artifact)
       44    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method psutil_windows.cpu_times}
       56    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:418(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ctypes\wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\transforms.py:678(Bbox)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\encodings\idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\zoneinfo\_tzpath.py:5(_reset_tzpath)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\special\bessel.py:970(yn)
      112    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\lr_scheduler.py:129(wrap_step)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\figure.py:3133(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\functions\hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\utils.py:3146(CompileTimeInstructionCounter)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\env.py:152(is_require_legacy_service)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\sets\ordinals.py:81(__new__)
       42    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\_core\_add_newdocs_scalars.py:83(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\utils.py:774(get_proxy)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\artifacts\storage_layout.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic_core\core_schema.py:1488(list_schema)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_run.py:4006(_footer_internal_messages)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\trigonometric.py:243(sin)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:1222(is_alive)
       58    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\cbook.py:1686(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\printer.py:424(_PrinterJupyter)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_settings.py:654(_platform)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_generate_schema.py:332(__init__)
      256    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\libmp\libintmath.py:62(python_trailing)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\appellseqs.py:1(<module>)
       97    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backend_bases.py:164(close_group)
        4    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x000001F458D816C0}
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\font_manager.py:987(FontManager)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:646(Path3DCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\utils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_subclasses\fake_tensor.py:140(ordered_set)
       17    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\ctx_mp_python.py:597(make_mpf)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\resources\_common.py:21(package_to_anchor)
       16    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\axes\_base.py:3065(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\interface_sock.py:40(_hack_set_run)
        2    0.000    0.000    0.000    0.000 {built-in method psutil_windows.per_cpu_times}
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\adamw.py:32(AdamW)
       41    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\packaging\version.py:207(<genexpr>)
      143    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\ast.py:381(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\_internal\diagnostics\infra\sarif\_web_response.py:15(WebResponse)
       89    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\copy.py:200(_deepcopy_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\PIL\ImageMode.py:42(getmode)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\core.py:3499(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\numbers.py:3567(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\jit\_state.py:22(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\util\ssl_.py:473(is_ipaddress)
        8    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_decorators.py:305(mro)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\ansitowin32.py:260(convert_osc)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\polys\euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpmath\calculus\odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\trigonometric.py:915(tan)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\trigonometric.py:3004(asec)
       33    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\distributed_c10d.py:428(_reduce_op)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\utils\clip_grad.py:22(_no_grad)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\__init__.py:611(DistributionFinder)
        3    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\expr.py:185(__neg__)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\linalg\_linalg.py:148(_commonType)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\figure.py:1692(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:1289(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\variables\user_defined.py:612(UserDefinedObjectVariable)
